1	50	0.015905431410281584
1	100	0.03899776145780152
1	50	0.015905431410281584
1	100	0.03899776145780152
1	500	0.11475474217492047
1	1000	0.17091466048776657
1	5000	0.772532694497899
1	10000	1.8762125436908454
1	78980	21.598162039037035
5	50	0.10532930133919806
5	100	0.22573930801555198
5	500	0.7595334406786317
5	1000	1.2733770569060991
5	5000	6.351686761182893
5	10000	14.360915838667871
5	78980	155.07347916584848
10	50	0.2243254918901936
10	100	0.4809331186427365
10	500	1.848721674586655
10	1000	3.220437497545458
10	5000	16.62302163924125
10	10000	35.514589796960294
10	78980	329.1667910301221
50	50	1.3362133291442486
50	100	2.687468090955504
50	500	12.401916506303264
50	1000	23.848760947256803
50	5000	121.72744766916702
50	10000	247.83972823312257
50	78980	1765.7212033146134
100	50	2.338569689353179
100	100	4.633664532851588
100	500	23.64784196677532
100	1000	46.33405333228606
100	5000	235.97820366806738
100	10000	475.3428504103994
100	78980	3497.885795075207
500	50	7.643993245100734
500	100	15.362133291442484
500	500	75.3344853316577
500	1000	148.5270392333975
500	5000	743.411341947139
500	10000	1483.1641597612222
500	78980	17338.11934964458
1000	50	11.479833483878569
1000	100	22.972312767545066
1000	500	114.14727251305817
1000	1000	228.15756195263717
1000	5000	1142.108471114951
1000	10000	2285.491065467541
1000	78980	30427.298668656484
10000	50	49.99607273298511
10000	100	99.99214546597022
10000	500	499.96080587519145
10000	1000	999.9215332050426
10000	5000	4999.607351843852
10000	10000	9998.214782233044
10000	78980	78964.79798138475
